# z D Omega_21 Omega_22
6.811229796368683875e+07 1.610046877718238870e-04 -1.474270068016307438e-02 -9.852571638380859254e-01
7.034584628728635609e+07 1.606384578519708302e-04 -1.421067845096639186e-02 -9.857893543339613096e-01
7.265263744940070808e+07 1.602723520124006869e-04 -1.369770035367191829e-02 -9.863021973456573832e-01
7.503507323974531889e+07 1.599061967761307597e-04 -1.320306698384033674e-02 -9.867968573981720226e-01
7.749563420787118375e+07 1.595400261486415276e-04 -1.272613337729314523e-02 -9.872738787672137306e-01
8.003688224586649239e+07 1.591739441537202147e-04 -1.226628570207655838e-02 -9.877336269829575244e-01
8.266146325575520098e+07 1.588077947371586908e-04 -1.182289797159350939e-02 -9.881770963169115296e-01
8.537210990436054766e+07 1.584416970435448149e-04 -1.139540114198672217e-02 -9.886045781898930018e-01
8.817164446851123869e+07 1.580756187203479120e-04 -1.098322710901366780e-02 -9.890167183716783716e-01
9.106298177354329824e+07 1.577094720625722365e-04 -1.058582186628435895e-02 -9.894142476553368093e-01
9.404913222816644609e+07 1.573434442660898733e-04 -1.020268166680055218e-02 -9.897972902432029541e-01
9.713320495884539187e+07 1.569773667601608003e-04 -9.833281128585776715e-03 -9.901667092521373448e-01
1.003184110469692647e+08 1.566112688887568772e-04 -9.477135171023623461e-03 -9.905229236221344546e-01
1.036080668721695095e+08 1.562452594618948191e-04 -9.133783253858199572e-03 -9.908661999904542217e-01
1.070055975652778000e+08 1.558791802009332390e-04 -8.802754697052021446e-03 -9.911972881737962648e-01
1.105145405745081902e+08 1.555131479208087669e-04 -8.483622057505874753e-03 -9.915164123390306505e-01
1.141385493485878557e+08 1.551471350979670308e-04 -8.175959119790758914e-03 -9.918240488653485842e-01
1.178813971406596154e+08 1.547810517642565038e-04 -7.879349603141487177e-03 -9.921207498080606424e-01
1.217469809369287342e+08 1.544150827619932540e-04 -7.593415347792333188e-03 -9.924066137305158630e-01
1.257393255141320527e+08 1.540490643823297237e-04 -7.317762213748655285e-03 -9.926822796367024138e-01
1.298625876300669611e+08 1.536830212921607417e-04 -7.052025802616448957e-03 -9.929480693102198385e-01
1.341210603515297771e+08 1.533170670744646172e-04 -6.795861001545448060e-03 -9.932041768611000743e-01
1.385191775241836905e+08 1.529510411914856809e-04 -6.548914329134300841e-03 -9.934511671227462815e-01
1.430615183889960647e+08 1.525850581211256188e-04 -6.310865066085600238e-03 -9.936892121430075386e-01
1.477528123500658870e+08 1.522190951443624278e-04 -6.081393821652896804e-03 -9.939186629131475659e-01
1.525979438987909257e+08 1.518530600049562424e-04 -5.860188151354128565e-03 -9.941399359842997274e-01
1.576019576995168924e+08 1.514871351904741937e-04 -5.646964470958374706e-03 -9.943531091650881226e-01
1.627700638419475853e+08 1.511211618206948295e-04 -5.441427432117828047e-03 -9.945586550524984082e-01
1.681076432658014297e+08 1.507551598731666554e-04 -5.243303575824928044e-03 -9.947568203457496372e-01
1.736202533633452356e+08 1.503892476941414151e-04 -5.052334558788319774e-03 -9.949477461053265470e-01
1.793136337656564116e+08 1.500232624601856074e-04 -4.868255191250255368e-03 -9.951318573806138268e-01
1.851937123186192214e+08 1.496573163063537565e-04 -4.690825066776416023e-03 -9.953092859687407978e-01
1.912666112548971474e+08 1.492913912999496273e-04 -4.519805090450857744e-03 -9.954802901915890123e-01
1.975386535682866871e+08 1.489253928775063538e-04 -4.354960982795914697e-03 -9.956451840263348396e-01
2.040163695971110463e+08 1.485595011707481700e-04 -4.196080280146484605e-03 -9.958040286323253110e-01
2.107065038234858215e+08 1.481935621031466575e-04 -4.042941884047158811e-03 -9.959571732024439239e-01
2.176160218955592215e+08 1.478275909532412904e-04 -3.895340767215117565e-03 -9.961048065578732569e-01
2.247521178800143003e+08 1.474617108235042680e-04 -3.753083721936147088e-03 -9.962470310340583168e-01
2.321222217524086535e+08 1.470957565844809923e-04 -3.615971980083426251e-03 -9.963841661939577543e-01
2.397340071331267655e+08 1.467298380238060674e-04 -3.483825495110114221e-03 -9.965163128306452345e-01
2.475953992770185471e+08 1.463639419815652542e-04 -3.356465445996552940e-03 -9.966436608673128195e-01
2.557145833250357211e+08 1.459979715723748581e-04 -3.233716317911964743e-03 -9.967664467392747252e-01
2.641000128264482915e+08 1.456321045711383196e-04 -3.115419065689905686e-03 -9.968847183434496051e-01
2.727604185405355692e+08 1.452661916863502928e-04 -3.001408323436690305e-03 -9.969987334610456164e-01
2.817048175268899202e+08 1.449002434899340514e-04 -2.891530498342753577e-03 -9.971086363907794015e-01
2.909425225338249803e+08 1.445343878354665777e-04 -2.785641220178588628e-03 -9.972145012610693637e-01
3.004831516946353912e+08 1.441684572718944957e-04 -2.683591630806216217e-03 -9.973165681127831306e-01
3.103366385418328643e+08 1.438025592358351608e-04 -2.585246997806369459e-03 -9.974149139135565223e-01
3.205132423497546911e+08 1.434366853300969938e-04 -2.490473692680014468e-03 -9.975096781647286859e-01
3.310235588163451552e+08 1.430707363361048256e-04 -2.399140331511690188e-03 -9.976010387491145437e-01
3.418785310951976776e+08 1.427048876710823176e-04 -2.311127950252107096e-03 -9.976890330558926268e-01
3.530894611893805265e+08 1.423389948145819942e-04 -2.226312969906925864e-03 -9.977738512227826151e-01
3.646680217188702226e+08 1.419730636259231786e-04 -2.144580417660508272e-03 -9.978556033672568715e-01
3.766262680738847852e+08 1.416072267060946265e-04 -2.065822502946873529e-03 -9.979343431042605461e-01
3.889766509667305350e+08 1.412413142705152495e-04 -1.989927832419576686e-03 -9.980102505876652375e-01
4.017320293952714205e+08 1.408754314019556577e-04 -1.916795659748745870e-03 -9.980833845112894176e-01
4.149056840314769149e+08 1.405095744584895182e-04 -1.846326207150439727e-03 -9.981538472465563139e-01
4.285113310490313768e+08 1.401436418796957336e-04 -1.778421200251739534e-03 -9.982217725082094262e-01
4.425631364043574333e+08 1.397778067243736640e-04 -1.712991721370059686e-03 -9.982871894016496217e-01
4.570757305859684348e+08 1.394119292327014028e-04 -1.649945491760844820e-03 -9.983502380522648600e-01
4.720642238474591970e+08 1.390460105466802113e-04 -1.589196510851315861e-03 -9.984110023779093623e-01
4.875442219400443435e+08 1.386801880120603139e-04 -1.530664361320322776e-03 -9.984695211077626587e-01
5.035318423609747887e+08 1.383142895015977204e-04 -1.474265747337333505e-03 -9.985259293297285010e-01
5.200437311348011494e+08 1.379484177419897236e-04 -1.419925390581351166e-03 -9.985802717499250303e-01
5.370970801449024677e+08 1.375825738410592770e-04 -1.367568845798276681e-03 -9.986326234247561162e-01
5.547096450333830118e+08 1.372166538898955267e-04 -1.317122657973904742e-03 -9.986830847772093511e-01
5.728997636879138947e+08 1.368508285882337168e-04 -1.268520414777799541e-03 -9.987316784122302060e-01
5.916863753348293304e+08 1.364849629290970851e-04 -1.221693262164852585e-03 -9.987785075150183989e-01
6.110890402582949400e+08 1.361190533334550050e-04 -1.176576916602153477e-03 -9.988236359515118012e-01
6.311279601661418676e+08 1.357532418899321154e-04 -1.133111427465718218e-03 -9.988670916537375488e-01
6.518239992235072851e+08 1.353873541216244630e-04 -1.091234554042277505e-03 -9.989089758400107044e-01
6.731987057762472630e+08 1.350214903974022182e-04 -1.050890087813744194e-03 -9.989493225188775805e-01
6.952743347866714001e+08 1.346556565707703447e-04 -1.012022525746223908e-03 -9.989881866704243274e-01
7.180738710050301552e+08 1.342897463792255971e-04 -9.745770031094703805e-04 -9.990256436568435428e-01
7.416210529008065462e+08 1.339239281628928284e-04 -9.385039516761361535e-04 -9.990617109883604963e-01
7.659403973788068295e+08 1.335580716618496426e-04 -9.037520339421318367e-04 -9.990964645829573110e-01
7.910572253057013750e+08 1.331921685731042007e-04 -8.702732328464966079e-04 -9.991299529922104128e-01
8.169976878736813068e+08 1.328263657268263787e-04 -8.380228884958162072e-04 -9.991621963285353125e-01
8.437887938285889626e+08 1.324604862910910700e-04 -8.069545260443451544e-04 -9.991932703744609290e-01
8.714584375909649134e+08 1.320946282755578263e-04 -7.770262054087508780e-04 -9.992232009634564038e-01
9.000354282991954088e+08 1.317288022764263194e-04 -7.481965765014147660e-04 -9.992520283415257110e-01
9.295495198050973415e+08 1.313628996736794887e-04 -7.204246888744238663e-04 -9.992798090114606291e-01
9.600314416530716419e+08 1.309970864473672695e-04 -6.936735721423304855e-04 -9.993065565081780122e-01
9.915129310751804113e+08 1.306312370803228791e-04 -6.679049773275153382e-04 -9.993323266493646662e-01
1.024026766035360456e+09 1.302653385432786027e-04 -6.430830626098459329e-04 -9.993571562879307590e-01
1.057606799357279420e+09 1.298995424070273309e-04 -6.191745832985850019e-04 -9.993810598940803258e-01
1.092287993971262932e+09 1.295336694805125123e-04 -5.961448613807710222e-04 -9.994040941507184028e-01
1.128106459317101240e+09 1.291678154130897161e-04 -5.739626251765840223e-04 -9.994262786686468614e-01
1.165099488940523148e+09 1.288019955414701999e-04 -5.525970913331718689e-04 -9.994476428773837462e-01
1.203305599322599411e+09 1.284360988851072981e-04 -5.320177164771141545e-04 -9.994682291039086452e-01
1.242764569982381821e+09 1.280702890635810535e-04 -5.121969456918678328e-04 -9.994880477917894579e-01
1.283517484894661188e+09 1.277044452993001962e-04 -4.931063026848652277e-04 -9.995071399432176040e-01
1.325606775265832901e+09 1.273385498348874787e-04 -4.747190523967712407e-04 -9.995255335010319042e-01
1.369076263712545633e+09 1.269727589811327879e-04 -4.570104659003632551e-04 -9.995432388594054363e-01
1.413971209888989687e+09 1.266068911846943460e-04 -4.399546860370977860e-04 -9.995602983802152064e-01
1.460338357610477924e+09 1.262410397337569744e-04 -4.235284123287503004e-04 -9.995767269323053705e-01
1.508225983522230625e+09 1.258752247039592802e-04 -4.077087449587530037e-04 -9.995925460205685731e-01
1.557683947364197016e+09 1.255093327519027401e-04 -3.924729190835570826e-04 -9.996077873215618581e-01
1.608763743884082079e+09 1.251435251363615375e-04 -3.778004119914479776e-04 -9.996224588817379519e-01
1.661518556452801943e+09 1.247776858169779841e-04 -3.636700390227290782e-04 -9.996365907913929982e-01
1.716003312438012600e+09 1.244117923068074276e-04 -3.500618721555038312e-04 -9.996502042126046428e-01
1.772274740393549681e+09 1.240460056562260550e-04 -3.369575306965866442e-04 -9.996633066026503478e-01
1.830391429124137402e+09 1.236801419471839417e-04 -3.243377486013201559e-04 -9.996759295929663613e-01
1.890413888687053204e+09 1.233142921060055000e-04 -3.121851772582348171e-04 -9.996880844436343283e-01
1.952404613394067287e+09 1.229484809461182742e-04 -3.004827943334205734e-04 -9.996997868551322775e-01
2.016428146879454374e+09 1.225825927594800769e-04 -2.892136449120579714e-04 -9.997110605131490635e-01
2.082551149301618576e+09 1.222167864437730296e-04 -2.783624549253895571e-04 -9.997219116053317478e-01
2.150842466748512745e+09 1.218509506941586987e-04 -2.679134762966647008e-04 -9.997323621966307527e-01
2.221373202918900013e+09 1.214850582929605667e-04 -2.578518656634061598e-04 -9.997424282913242033e-01
2.294216793154309273e+09 1.211192750298865505e-04 -2.481639713685656907e-04 -9.997521152344428508e-01
2.369449080898540497e+09 1.207534146203141705e-04 -2.388354490223085517e-04 -9.997614466246140807e-01
2.447148396664566517e+09 1.203875656281556934e-04 -2.298533910859400231e-04 -9.997704309766988207e-01
2.527395639590795517e+09 1.200217576038204527e-04 -2.212051539914222144e-04 -9.997790797457646317e-01
2.610274361671876907e+09 1.196558724732372847e-04 -2.128781194135618876e-04 -9.997874106279974749e-01
2.695870854751471996e+09 1.192900667727511514e-04 -2.048609280650277279e-04 -9.997954283687977561e-01
2.784274240367854595e+09 1.189242339317982643e-04 -1.971418824440798463e-04 -9.998031491375108937e-01
2.875576562545585632e+09 1.185583420010346011e-04 -1.897099347285976742e-04 -9.998105850201225442e-01
2.969872883630184650e+09 1.181925615093581440e-04 -1.825549535697259759e-04 -9.998177398463631294e-01
3.067261383265263081e+09 1.178267038041357865e-04 -1.756662671105946511e-04 -9.998246312003531422e-01
3.167843460615499020e+09 1.174608550864238583e-04 -1.690342793162464912e-04 -9.998312655215113587e-01
3.271723839941546917e+09 1.170950496430521367e-04 -1.626496064815158131e-04 -9.998376511535114197e-01
3.379010679637154579e+09 1.167291670328462133e-04 -1.565028649291547874e-04 -9.998438013076682562e-01
3.489815684841657639e+09 1.163633614306025120e-04 -1.505856132651716729e-04 -9.998497196176909796e-01
3.604254223745466709e+09 1.159975309991388183e-04 -1.448891697221751582e-04 -9.998554179188143820e-01
3.722445447709283829e+09 1.156316390566861953e-04 -1.394053178001788300e-04 -9.998609053347855546e-01
3.844512415322400093e+09 1.152658608712725985e-04 -1.341265447713559653e-04 -9.998661845959598837e-01
3.970582220529141903e+09 1.149000054211416996e-04 -1.290449173113483879e-04 -9.998712688014130823e-01
4.100786124956719398e+09 1.145341565441337873e-04 -1.241533069032631676e-04 -9.998761628069650076e-01
4.235259694582594395e+09 1.141683532631206148e-04 -1.194447549381593668e-04 -9.998808726914362177e-01
4.374142940883242607e+09 1.138024727689879992e-04 -1.149122887622699144e-04 -9.998854083039534490e-01
4.517580466611711502e+09 1.134366668747999998e-04 -1.105496403183783046e-04 -9.998897724262262310e-01
4.665721616355306625e+09 1.130708384761259057e-04 -1.063503714587828646e-04 -9.998939737133005767e-01
4.818720632030624390e+09 1.127049461581530163e-04 -1.023083762674885855e-04 -9.998980190358027764e-01
4.976736813477355957e+09 1.123391699280376882e-04 -9.841808846148484679e-05 -9.999019103477723158e-01
5.139934684318557739e+09 1.119733163940364384e-04 -9.467361533108097635e-05 -9.999056573901599076e-01
5.308484163259575844e+09 1.116074670304783407e-04 -9.106966568563186688e-05 -9.999092638270746791e-01
5.482560741004501343e+09 1.112416655960345608e-04 -8.760108365787240840e-05 -9.999127340783225959e-01
5.662345662973809242e+09 1.108757869129958632e-04 -8.426269241956753852e-05 -9.999160754812788099e-01
5.848026118014002800e+09 1.105099804325330201e-04 -8.104984152005473286e-05 -9.999192901602059758e-01
6.039795433295133591e+09 1.101441537825328856e-04 -7.795776073943902571e-05 -9.999223844382205684e-01
6.237853275599759102e+09 1.097782608146282817e-04 -7.498191635379754911e-05 -9.999253634874231134e-01
6.442405859212258339e+09 1.094124862751443531e-04 -7.211818778922441352e-05 -9.999282286984134682e-01
6.653666160625633240e+09 1.090466344016758038e-04 -6.936220178597097988e-05 -9.999309873127963932e-01
6.871854140288640976e+09 1.086807843047962757e-04 -6.671003423522991582e-05 -9.999336420878668363e-01
7.097196971624876976e+09 1.083149844788338560e-04 -6.415786834218029436e-05 -9.999361962364945455e-01
7.329929277561475754e+09 1.079491073769681494e-04 -6.170186389239940006e-05 -9.999386552198825662e-01
7.570293374814515114e+09 1.075833000883338512e-04 -5.933857352489299613e-05 -9.999410206566672343e-01
7.818539526184645653e+09 1.072174749728483381e-04 -5.706446600899241607e-05 -9.999432971623146704e-01
8.074926201126449585e+09 1.068515811481625627e-04 -5.487617789724042399e-05 -9.999454886227687744e-01
8.339720344861999512e+09 1.064858080998412691e-04 -5.277066156592395506e-05 -9.999475960302209865e-01
8.613197656319681168e+09 1.061199576942870650e-04 -5.074467428977512569e-05 -9.999496247591084241e-01
8.895642875186748505e+09 1.057541066781130976e-04 -4.879530838421332366e-05 -9.999515768844532415e-01
9.187350078375438690e+09 1.053883082812365722e-04 -4.691974092630807553e-05 -9.999534547382933347e-01
9.488622986210350037e+09 1.050224325873156848e-04 -4.511512576967014794e-05 -9.999552623813581231e-01
9.799775278656869888e+09 1.046566243233210369e-04 -4.337890966529056667e-05 -9.999570010440214096e-01
1.012113092191887474e+10 1.042908005810229492e-04 -4.170848100381404391e-05 -9.999586740939410134e-01
1.045302450574682808e+10 1.039249057437282588e-04 -4.010134678025703125e-05 -9.999602844447252892e-01
1.079580159180637169e+10 1.035591340363332231e-04 -3.855525503029743700e-05 -9.999618328060082550e-01
1.114981907347122955e+10 1.031932849536283469e-04 -3.706780353592059780e-05 -9.999633231613105355e-01
1.151544554741391754e+10 1.028274328780917802e-04 -3.563683973323879798e-05 -9.999647570679863762e-01
1.189306169738231850e+10 1.024616357752169716e-04 -3.426027775599568755e-05 -9.999661362206052617e-01
1.228306069056047440e+10 1.020957613588114904e-04 -3.293601018220753931e-05 -9.999674636325605048e-01
1.268584858692755508e+10 1.017299519935655502e-04 -3.166214772445861113e-05 -9.999687402404628944e-01
1.310184476203990555e+10 1.013641295030065449e-04 -3.043676078115690485e-05 -9.999699684951108836e-01
1.353148234367774963e+10 1.009982335357853935e-04 -2.925800326324860221e-05 -9.999711505833729364e-01
1.397520866280969429e+10 1.006324630562370937e-04 -2.812421274438745201e-05 -9.999722870062084379e-01
1.443348571934614182e+10 1.002666151872036335e-04 -2.703361138245374435e-05 -9.999733807176421907e-01
1.490679066316493416e+10 9.990076194687742080e-05 -2.598460715268278553e-05 -9.999744328838796603e-01
1.539561629091167831e+10 9.953496603635599775e-05 -2.497566032712253113e-05 -9.999754447340373220e-01
1.590047155909038925e+10 9.916909279932872628e-05 -2.400521200242665247e-05 -9.999764185036812414e-01
1.642188211398032951e+10 9.880328223809870555e-05 -2.307186554085091242e-05 -9.999773549032360265e-01
1.696039083892908287e+10 9.843746090791554565e-05 -2.217419669359793749e-05 -9.999782557147831596e-01
1.751655841959342575e+10 9.807156372250121820e-05 -2.131083976593404133e-05 -9.999791225762724167e-01
1.809096392771476746e+10 9.770579438574753114e-05 -2.048056876714195249e-05 -9.999799558445078285e-01
1.868420542403875732e+10 9.733994764827541405e-05 -1.968206928405332322e-05 -9.999807577017324478e-01
1.929690058100494766e+10 9.697409316385897557e-05 -1.891416503950619962e-05 -9.999815290261150347e-01
1.992968732585681534e+10 9.660829836925786983e-05 -1.817572062218494536e-05 -9.999822707057621773e-01
2.058322450483964920e+10 9.624242623782272446e-05 -1.746558406649863275e-05 -9.999829843960852394e-01
2.125819256918006897e+10 9.587661440937048248e-05 -1.678272396222780925e-05 -9.999836706344573667e-01
2.195529428355907059e+10 9.551079417088335140e-05 -1.612609017984699284e-05 -9.999843307203650777e-01
2.267525545781866074e+10 9.514489665966610848e-05 -1.549467369295467467e-05 -9.999849658702070210e-01
2.341882570266146851e+10 9.477912744302914724e-05 -1.488757060078867117e-05 -9.999855763497698113e-01
2.418677921013263702e+10 9.441328177541226700e-05 -1.430381086964495852e-05 -9.999861637623439492e-01
2.497991555969408798e+10 9.404742598729821370e-05 -1.374252607101523087e-05 -9.999867287655812564e-01
2.579906055073303986e+10 9.368163225118902513e-05 -1.320287984272426460e-05 -9.999872720034608253e-01
2.664506706236886978e+10 9.331576116991192784e-05 -1.268402185012624886e-05 -9.999877947012996149e-01
2.751881594145632172e+10 9.294994802070450800e-05 -1.218519120557598918e-05 -9.999882972666995773e-01
2.842121691970675659e+10 9.258412882232599573e-05 -1.170561448597598368e-05 -9.999887806418169545e-01
2.935320956088530731e+10 9.221823234349731005e-05 -1.124454725647934440e-05 -9.999892457296448711e-01
3.031576423906710434e+10 9.185246179091951005e-05 -1.080132302927167378e-05 -9.999896927343423503e-01
3.130988314897421265e+10 9.148661714682292828e-05 -1.037522750951216180e-05 -9.999901228241239171e-01
3.233660134944201660e+10 9.112076001023868422e-05 -9.965619991236313851e-06 -9.999905364945398389e-01
3.339698784110484314e+10 9.075496728950769329e-05 -9.571885090263957185e-06 -9.999909342144537305e-01
3.449214667941941833e+10 9.038909721677654459e-05 -9.193395838080229562e-06 -9.999913168873392211e-01
3.562321812418860626e+10 9.002328270661524043e-05 -8.829591536689626195e-06 -9.999916848197353270e-01
3.679137982677852631e+10 8.965746450962921923e-05 -8.479903221203411199e-06 -9.999920386972371844e-01
3.799784805626918030e+10 8.929156902582318777e-05 -8.143782297654860982e-06 -9.999923791869466116e-01
3.924387896581092834e+10 8.892579710121616143e-05 -7.820737881406537718e-06 -9.999927064496431095e-01
4.053076990050986481e+10 8.855995344587732070e-05 -7.510244627364910157e-06 -9.999930213317038685e-01
4.185986074819918060e+10 8.819409492721809376e-05 -7.211830379453656775e-06 -9.999933242083357543e-01
4.323253533450759125e+10 8.782830318952684293e-05 -6.925042879547158705e-06 -9.999936154173321157e-01
4.465022286367262268e+10 8.746243409413301880e-05 -6.649420405881918457e-06 -9.999938956264313727e-01
4.611439940660379028e+10 8.709661819285448563e-05 -6.384550259840913894e-06 -9.999941650674549765e-01
4.762658943773993683e+10 8.673080096823106286e-05 -6.130014396598717499e-06 -9.999944242347627021e-01
4.918836742230604553e+10 8.636490645143352779e-05 -5.885409032516877457e-06 -9.999946736256053459e-01
5.080135945561701965e+10 8.599913312772600724e-05 -5.650373041545547741e-06 -9.999949133613956764e-01
5.246724495614034271e+10 8.563329043508869688e-05 -5.424520536014847075e-06 -9.999951440568651817e-01
5.418775841407519531e+10 8.526743050915100138e-05 -5.207503989398008581e-06 -9.999953659959809338e-01
5.596469119727410889e+10 8.490163973026624395e-05 -4.998991438264742245e-06 -9.999955794223168715e-01
5.779989341638157654e+10 8.453577158882603785e-05 -4.798643285051456715e-06 -9.999957848275979888e-01
5.969527585113781738e+10 8.416995427381452309e-05 -4.606156135879325929e-06 -9.999959823861360730e-01
6.165281193984701538e+10 8.380413799980793708e-05 -4.421223228209574689e-06 -9.999961724570485266e-01
6.367453983408664703e+10 8.343824442903667257e-05 -4.243547743813118784e-06 -9.999963554076178873e-01
6.576256452079509735e+10 8.307246968593716364e-05 -4.072864341368163433e-06 -9.999965313307850323e-01
6.791906001394485474e+10 8.270662793649078608e-05 -3.908889949194165182e-06 -9.999967006726983021e-01
7.014627161808889771e+10 8.234076658438688504e-05 -3.751369099000725505e-06 -9.999968636482993167e-01
7.244651826612966919e+10 8.197497674616785869e-05 -3.600058440490298738e-06 -9.999970204303988419e-01
7.482219493375257874e+10 8.160910954117866968e-05 -3.454708533407255633e-06 -9.999971713846036447e-01
7.727577513302980042e+10 8.124329079549076323e-05 -3.315096625272710481e-06 -9.999973166401625591e-01
7.980981348779893494e+10 8.087747545582899607e-05 -3.180997916890948826e-06 -9.999974564586405767e-01
8.242694839348950195e+10 8.051158281538533742e-05 -3.052194514534582801e-06 -9.999975911091886216e-01
8.512990476417533875e+10 8.014580663769629366e-05 -2.928491707340675472e-06 -9.999977206647786554e-01
8.792149686970410156e+10 7.977996581684741989e-05 -2.809682138212242498e-06 -9.999978454496997182e-01
9.080463126586709595e+10 7.941410302443382822e-05 -2.695578264000081319e-06 -9.999979656218871416e-01
9.378230982065075684e+10 7.904831411331561877e-05 -2.586001935717200399e-06 -9.999980813109132782e-01
9.685763283973040771e+10 7.868244783169180427e-05 -2.480770195368404716e-06 -9.999981927818101246e-01
1.000338022944505768e+11 7.831662764264365529e-05 -2.379719718952613500e-06 -9.999983001350895018e-01
1.033141251556629333e+11 7.795081322516465557e-05 -2.282686005433556912e-06 -9.999984035587448084e-01
1.067020168368825073e+11 7.758492150331693896e-05 -2.189509328542015874e-06 -9.999985032517696437e-01
1.102010047503579254e+11 7.721914387966480851e-05 -2.100047001081961808e-06 -9.999985992706581506e-01
1.138147319797471924e+11 7.685330397651112162e-05 -2.014147355347147831e-06 -9.999986918492946852e-01
1.175469610732341461e+11 7.648743973320519941e-05 -1.931672909243626107e-06 -9.999987811068449250e-01
1.214015779610233307e+11 7.612165173905715730e-05 -1.852493431680930678e-06 -9.999988671385029448e-01
1.253825960013042297e+11 7.575578637102745364e-05 -1.776474930063347015e-06 -9.999989501384057844e-01
1.294941601588847046e+11 7.538996472913134445e-05 -1.703497824979020607e-06 -9.999990301814914995e-01
1.337405513208578033e+11 7.502415122475658592e-05 -1.633441920474167479e-06 -9.999991074051712836e-01
1.381261907537811584e+11 7.465826041274899790e-05 -1.566190307746924902e-06 -9.999991819553532002e-01
1.426556447070244751e+11 7.429248133462863486e-05 -1.501638573165453278e-06 -9.999992538770906547e-01
1.473336291670628662e+11 7.392664234103609778e-05 -1.439675957326301109e-06 -9.999993233391279990e-01
1.521650147676816101e+11 7.356077663892559508e-05 -1.380201828700346744e-06 -9.999993904326914818e-01
1.571548318611889038e+11 7.319498955419210509e-05 -1.323121128207406467e-06 -9.999994552237917445e-01
1.623082757559329529e+11 7.282912509247026710e-05 -1.268335881461291629e-06 -9.999995178585995292e-01
1.676307121255598145e+11 7.246330199063449906e-05 -1.215758669417431989e-06 -9.999995783920638814e-01
1.731276825956613159e+11 7.209748939259679834e-05 -1.165301807877659305e-06 -9.999996369246648698e-01
1.788049105136119080e+11 7.173159948390387839e-05 -1.116879865885846081e-06 -9.999996935653975294e-01
1.846683069076205139e+11 7.136581894495974384e-05 -1.070416552690335305e-06 -9.999997483471112503e-01
1.907239766411822815e+11 7.099998085486868287e-05 -1.025831118897253531e-06 -9.999998013944557673e-01
1.969782247693586121e+11 7.063411368804212284e-05 -9.830500245223158119e-07 -9.999998527750680877e-01
2.034375631034824219e+11 7.026832750709665005e-05 -9.420039931399635358e-07 -9.999999025376209438e-01
2.101087169911450195e+11 6.990246394625781795e-05 -9.026215092838950962e-07 -9.999999507902163076e-01
2.169986323185023193e+11 6.953663937918541291e-05 -8.648387671791455438e-07 -9.999999975755969883e-01
2.241144827422130737e+11 6.917082768244848829e-05 -8.285919077247626486e-07 -1.000000042965684344e+00
2.314636771585158997e+11 6.880493867221489448e-05 -7.938186099647981419e-07 -1.000000087042250962e+00
2.390538674172457275e+11 6.843915666770096116e-05 -7.604632205698176476e-07 -1.000000129832191664e+00
2.468929562887969055e+11 6.807331947660456471e-05 -7.284669739786028286e-07 -1.000000171424365147e+00
2.549891056923526611e+11 6.770745084064811966e-05 -6.977762203076030239e-07 -1.000000211872421385e+00
2.633507451939229126e+11 6.734166555930798826e-05 -6.683405569589983875e-07 -1.000000251211342617e+00
2.719865807830646057e+11 6.697580289532023101e-05 -6.401078775075441610e-07 -1.000000289521970842e+00
2.809056039373952026e+11 6.660997685905692748e-05 -6.130316902351490188e-07 -1.000000326837369169e+00
2.901171009843658447e+11 6.624416605987948185e-05 -5.870655703131859847e-07 -1.000000363210772347e+00
2.996306627700115967e+11 6.587827794449919842e-05 -5.621641390147190290e-07 -1.000000398703123849e+00
3.094561946447773438e+11 6.551249447087317455e-05 -5.382868666163483927e-07 -1.000000433335991312e+00
3.196039267767827148e+11 6.514665817542597418e-05 -5.153910676000240222e-07 -1.000000467175689023e+00
3.300844248032991333e+11 6.478078806704574305e-05 -4.934376741433650741e-07 -1.000000500262218539e+00
3.409086008314935303e+11 6.441500368220761405e-05 -4.723900799584633398e-07 -1.000000532624910621e+00
3.520877247999284668e+11 6.404914191208032259e-05 -4.522103946831476864e-07 -1.000000564321603669e+00
3.636334362126109619e+11 6.368331440367562698e-05 -4.328648035719672350e-07 -1.000000595379761492e+00
3.755577562578460083e+11 6.331750449928413567e-05 -4.143196201281068692e-07 -1.000000625839233326e+00
3.878731003244725952e+11 6.295161727608463136e-05 -3.965418672351600354e-07 -1.000000655747244505e+00
4.005922909285553589e+11 6.258583233070371993e-05 -3.795020820806016026e-07 -1.000000685121131161e+00
4.137285710639478149e+11 6.221999692842775803e-05 -3.631693221198020284e-07 -1.000000714010726321e+00
4.272956179906724854e+11 6.185412534516624751e-05 -3.475151938775410728e-07 -1.000000742447204605e+00
4.413075574754274292e+11 6.148834185453302178e-05 -3.325131604456157542e-07 -1.000000770454556154e+00
4.557789784990942993e+11 6.112248097605313618e-05 -3.181357271981148916e-07 -1.000000798076841724e+00
4.707249484465118408e+11 6.075665199330586736e-05 -3.043583470399356376e-07 -1.000000825336246013e+00
4.861610287943805542e+11 6.039084298164929768e-05 -2.911566257580111153e-07 -1.000000852265510387e+00
5.021032913135805664e+11 6.002495664865482411e-05 -2.785066494020628142e-07 -1.000000878899822698e+00
5.185683348028261719e+11 5.965917022954740347e-05 -2.663870411388865149e-07 -1.000000905253883854e+00
5.355733023710237427e+11 5.929333571861210631e-05 -2.547754195862071121e-07 -1.000000931368551171e+00
